source,target,type
roadmap:096,module:src/binance\_spot\_bot/candle\_store.py,implements
roadmap:096,module:src/binance\_spot\_bot/data.py,implements
roadmap:096,module:src/binance\_spot\_bot/data\_lineage.py,implements
roadmap:096,module:src/binance\_spot\_bot/data\_pipeline\_evidence.py,implements
roadmap:096,module:src/binance\_spot\_bot/data\_quality\_v2.py,implements
roadmap:096,module:src/binance\_spot\_bot/data\_store\_v2.py,implements
roadmap:096,module:src/binance\_spot\_bot/dataset\_governance.py,implements
roadmap:096,module:src/binance\_spot\_bot/evaluation.py,implements
roadmap:096,module:src/binance\_spot\_bot/feature\_schema.py,implements
roadmap:096,module:src/binance\_spot\_bot/feature\_store.py,implements
roadmap:096,module:src/binance\_spot\_bot/features.py,implements
roadmap:096,module:src/binance\_spot\_bot/indicator\_compute.py,implements
roadmap:096,module:src/binance\_spot\_bot/indicator\_registry.py,implements
roadmap:096,module:src/binance\_spot\_bot/label\_store.py,implements
roadmap:096,module:src/binance\_spot\_bot/market\_data\_source.py,implements
roadmap:096,module:src/binance\_spot\_bot/public\_market\_cache.py,implements
roadmap:096,module:src/binance\_spot\_bot/runtime\_feature\_service.py,implements
roadmap:096,module:src/binance_spot_bot/paper_os.py,implements
test:tests/test\_candle\_dataset.py,roadmap:096,validates
test:tests/test\_candle\_store.py,roadmap:096,validates
test:tests/test\_data\_lineage.py,roadmap:096,validates
test:tests/test\_data\_pipeline\_evidence.py,roadmap:096,validates
test:tests/test\_data\_pipeline\_safety\_contract.py,roadmap:096,validates
test:tests/test\_data\_quality\_v2.py,roadmap:096,validates
test:tests/test\_data\_store\_v2.py,roadmap:096,validates
test:tests/test\_feature\_schema.py,roadmap:096,validates
test:tests/test\_feature\_store.py,roadmap:096,validates
test:tests/test\_indicator\_compute.py,roadmap:096,validates
test:tests/test\_indicator\_registry.py,roadmap:096,validates
test:tests/test\_label\_store.py,roadmap:096,validates
test:tests/test\_public\_market\_cache.py,roadmap:096,validates
test:tests/test\_runtime\_feature\_service.py,roadmap:096,validates
test:tests/test_roadmaps_089_096_full_surface.py,roadmap:096,validates
doc:docs/candle-dataset-model.md,roadmap:096,documents
doc:docs/candle-store-index.md,roadmap:096,documents
doc:docs/data-pipeline-dashboard.md,roadmap:096,documents
doc:docs/data-pipeline-evidence.md,roadmap:096,documents
doc:docs/data-pipeline-safety-contract.md,roadmap:096,documents
doc:docs/data-quality-v2.md,roadmap:096,documents
doc:docs/data-store-v2-contracts.md,roadmap:096,documents
doc:docs/dataset-lineage-graph.md,roadmap:096,documents
doc:docs/evaluation-feature-store-reuse.md,roadmap:096,documents
doc:docs/feature-schema-v2.md,roadmap:096,documents
doc:docs/feature-store-contract.md,roadmap:096,documents
doc:docs/incremental-indicator-compute.md,roadmap:096,documents
doc:docs/indicator-registry.md,roadmap:096,documents
doc:docs/label-store-contracts.md,roadmap:096,documents
doc:docs/public-market-cache-v2.md,roadmap:096,documents
doc:docs/roadmap-076-102-execution-evidence.md,roadmap:096,documents
doc:docs/runtime-feature-service.md,roadmap:096,documents
roadmap:001,roadmap:097,follows_on
roadmap:002,roadmap:097,follows_on
roadmap:003,roadmap:097,follows_on
roadmap:004,roadmap:097,follows_on
roadmap:076,roadmap:097,follows_on
roadmap:077,roadmap:097,follows_on
roadmap:078,roadmap:097,follows_on
roadmap:079,roadmap:097,follows_on
roadmap:080,roadmap:097,follows_on
roadmap:081,roadmap:097,follows_on
roadmap:082,roadmap:097,follows_on
roadmap:083,roadmap:097,follows_on
roadmap:084,roadmap:097,follows_on
roadmap:085,roadmap:097,follows_on
roadmap:086,roadmap:097,follows_on
roadmap:087,roadmap:097,follows_on
roadmap:088,roadmap:097,follows_on
roadmap:089,roadmap:097,follows_on
roadmap:090,roadmap:097,follows_on
roadmap:091,roadmap:097,follows_on
roadmap:092,roadmap:097,follows_on
roadmap:093,roadmap:097,follows_on
roadmap:094,roadmap:097,follows_on
roadmap:095,roadmap:097,follows_on
roadmap:096,roadmap:097,follows_on
roadmap:097,roadmap:097,follows_on
roadmap:097,module:src/binance\_spot\_bot/champion\_challenger.py,implements
roadmap:097,module:src/binance\_spot\_bot/dataset\_governance.py,implements
roadmap:097,module:src/binance\_spot\_bot/evaluation.py,implements
roadmap:097,module:src/binance\_spot\_bot/experiment\_tracker.py,implements
roadmap:097,module:src/binance\_spot\_bot/inference\_compatibility.py,implements
roadmap:097,module:src/binance\_spot\_bot/model\_alias\_history.py,implements
roadmap:097,module:src/binance\_spot\_bot/model\_artifacts.py,implements
roadmap:097,module:src/binance\_spot\_bot/model\_card\_v2.py,implements
roadmap:097,module:src/binance\_spot\_bot/model\_evaluation\_pack.py,implements
roadmap:097,module:src/binance\_spot\_bot/model\_evidence\_bundle.py,implements
roadmap:097,module:src/binance\_spot\_bot/model\_performance.py,implements
roadmap:097,module:src/binance\_spot\_bot/model\_promotion\_gate.py,implements
roadmap:097,module:src/binance\_spot\_bot/model\_registry.py,implements
roadmap:097,module:src/binance\_spot\_bot/model\_training.py,implements
roadmap:097,module:src/binance\_spot\_bot/signal\_model.py,implements
roadmap:097,module:src/binance\_spot\_bot/training\_config.py,implements
roadmap:097,module:src/binance\_spot\_bot/training\_data\_gate.py,implements
roadmap:097,module:src/binance\_spot\_bot/training\_pipeline.py,implements
roadmap:097,module:src/binance_spot_bot/paper_os.py,implements
test:tests/test\_champion\_challenger.py,roadmap:097,validates
test:tests/test\_experiment\_tracker.py,roadmap:097,validates
test:tests/test\_inference\_compatibility.py,roadmap:097,validates
test:tests/test\_model\_alias\_history.py,roadmap:097,validates
test:tests/test\_model\_artifacts.py,roadmap:097,validates
test:tests/test\_model\_card\_v2.py,roadmap:097,validates
test:tests/test\_model\_evaluation\_pack.py,roadmap:097,validates
test:tests/test\_model\_evidence\_bundle.py,roadmap:097,validates
test:tests/test\_model\_performance.py,roadmap:097,validates
test:tests/test\_model\_promotion\_gate.py,roadmap:097,validates
test:tests/test\_model\_training.py,roadmap:097,validates
test:tests/test\_model\_training\_safety\_contract.py,roadmap:097,validates
test:tests/test\_training\_config.py,roadmap:097,validates
test:tests/test\_training\_data\_gate.py,roadmap:097,validates
test:tests/test\_training\_pipeline.py,roadmap:097,validates
doc:docs/champion-challenger-comparison.md,roadmap:097,documents
doc:docs/inference-compatibility.md,roadmap:097,documents
doc:docs/local-experiment-tracker.md,roadmap:097,documents
doc:docs/model-alias-history.md,roadmap:097,documents
doc:docs/model-artifact-manifest.md,roadmap:097,documents
doc:docs/model-card-v2.md,roadmap:097,documents
doc:docs/model-evaluation-pack-v2.md,roadmap:097,documents
doc:docs/model-evidence-bundle.md,roadmap:097,documents
doc:docs/model-latency-budgets.md,roadmap:097,documents
doc:docs/model-promotion-gate-v2.md,roadmap:097,documents
doc:docs/model-trainer-interface.md,roadmap:097,documents
doc:docs/model-training-dashboard.md,roadmap:097,documents
doc:docs/model-training-safety-contract.md,roadmap:097,documents
doc:docs/roadmap-076-102-execution-evidence.md,roadmap:097,documents
doc:docs/training-data-contract-gate.md,roadmap:097,documents
doc:docs/training-job-config.md,roadmap:097,documents
doc:docs/training-pipeline-v2.md,roadmap:097,documents
roadmap:001,roadmap:098,follows_on
roadmap:002,roadmap:098,follows_on
roadmap:003,roadmap:098,follows_on
roadmap:004,roadmap:098,follows_on
roadmap:076,roadmap:098,follows_on
roadmap:077,roadmap:098,follows_on
roadmap:078,roadmap:098,follows_on
roadmap:079,roadmap:098,follows_on
roadmap:080,roadmap:098,follows_on
roadmap:081,roadmap:098,follows_on
roadmap:082,roadmap:098,follows_on
roadmap:083,roadmap:098,follows_on
roadmap:084,roadmap:098,follows_on
roadmap:085,roadmap:098,follows_on
roadmap:086,roadmap:098,follows_on
roadmap:087,roadmap:098,follows_on
roadmap:088,roadmap:098,follows_on
roadmap:089,roadmap:098,follows_on
roadmap:090,roadmap:098,follows_on
roadmap:091,roadmap:098,follows_on
roadmap:092,roadmap:098,follows_on
roadmap:093,roadmap:098,follows_on
roadmap:094,roadmap:098,follows_on
roadmap:095,roadmap:098,follows_on
roadmap:096,roadmap:098,follows_on
roadmap:097,roadmap:098,follows_on
roadmap:098,roadmap:098,follows_on
roadmap:098,module:src/binance\_spot\_bot/feature\_drift.py,implements
roadmap:098,module:src/binance\_spot\_bot/feature\_drift\_baseline.py,implements
roadmap:098,module:src/binance\_spot\_bot/model\_downgrade\_executor.py,implements
roadmap:098,module:src/binance\_spot\_bot/model\_downgrade\_policy.py,implements
roadmap:098,module:src/binance\_spot\_bot/model\_health\_score.py,implements
roadmap:098,module:src/binance\_spot\_bot/model\_monitoring\_alerts.py,implements
roadmap:098,module:src/binance\_spot\_bot/model\_monitoring\_config.py,implements
roadmap:098,module:src/binance\_spot\_bot/model\_monitoring\_evidence.py,implements
roadmap:098,module:src/binance\_spot\_bot/model\_monitoring\_report.py,implements
roadmap:098,module:src/binance\_spot\_bot/model\_monitoring\_runbooks.py,implements
roadmap:098,module:src/binance\_spot\_bot/model\_monitoring\_store.py,implements
roadmap:098,module:src/binance\_spot\_bot/model\_registry.py,implements
roadmap:098,module:src/binance\_spot\_bot/paper\_model\_performance.py,implements
roadmap:098,module:src/binance\_spot\_bot/prediction\_drift.py,implements
roadmap:098,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:098,module:src/binance\_spot\_bot/session\_store.py,implements
roadmap:098,module:src/binance\_spot\_bot/shadow\_prediction\_logger.py,implements
roadmap:098,module:src/binance_spot_bot/paper_os.py,implements
test:tests/test\_feature\_drift.py,roadmap:098,validates
test:tests/test\_feature\_drift\_baseline.py,roadmap:098,validates
test:tests/test\_model\_downgrade\_executor.py,roadmap:098,validates
test:tests/test\_model\_downgrade\_policy.py,roadmap:098,validates
test:tests/test\_model\_health\_score.py,roadmap:098,validates
test:tests/test\_model\_monitoring\_alerts.py,roadmap:098,validates
test:tests/test\_model\_monitoring\_config.py,roadmap:098,validates
test:tests/test\_model\_monitoring\_evidence.py,roadmap:098,validates
test:tests/test\_model\_monitoring\_report.py,roadmap:098,validates
test:tests/test\_model\_monitoring\_runbooks.py,roadmap:098,validates
test:tests/test\_model\_monitoring\_safety\_contract.py,roadmap:098,validates
test:tests/test\_model\_monitoring\_store.py,roadmap:098,validates
test:tests/test\_paper\_model\_performance.py,roadmap:098,validates
test:tests/test\_prediction\_drift.py,roadmap:098,validates
test:tests/test\_shadow\_prediction\_logger.py,roadmap:098,validates
doc:docs/feature-drift-baseline.md,roadmap:098,documents
doc:docs/feature-drift-detection.md,roadmap:098,documents
doc:docs/model-downgrade-executor.md,roadmap:098,documents
doc:docs/model-downgrade-policy.md,roadmap:098,documents
doc:docs/model-health-score.md,roadmap:098,documents
doc:docs/model-monitoring-alerts.md,roadmap:098,documents
doc:docs/model-monitoring-config.md,roadmap:098,documents
doc:docs/model-monitoring-dashboard.md,roadmap:098,documents
doc:docs/model-monitoring-evidence.md,roadmap:098,documents
doc:docs/model-monitoring-report.md,roadmap:098,documents
doc:docs/model-monitoring-runbooks.md,roadmap:098,documents
doc:docs/model-monitoring-safety-contract.md,roadmap:098,documents
doc:docs/model-monitoring-store.md,roadmap:098,documents
doc:docs/paper-model-performance-monitor.md,roadmap:098,documents
doc:docs/prediction-drift-detection.md,roadmap:098,documents
doc:docs/roadmap-076-102-execution-evidence.md,roadmap:098,documents
doc:docs/shadow-prediction-logging.md,roadmap:098,documents
roadmap:001,roadmap:099,follows_on
roadmap:002,roadmap:099,follows_on
roadmap:003,roadmap:099,follows_on
roadmap:004,roadmap:099,follows_on
roadmap:076,roadmap:099,follows_on
roadmap:077,roadmap:099,follows_on
roadmap:078,roadmap:099,follows_on
roadmap:079,roadmap:099,follows_on
roadmap:080,roadmap:099,follows_on
roadmap:081,roadmap:099,follows_on
roadmap:082,roadmap:099,follows_on
roadmap:083,roadmap:099,follows_on
roadmap:084,roadmap:099,follows_on
roadmap:085,roadmap:099,follows_on
roadmap:086,roadmap:099,follows_on
roadmap:087,roadmap:099,follows_on
roadmap:088,roadmap:099,follows_on
roadmap:089,roadmap:099,follows_on
roadmap:090,roadmap:099,follows_on
roadmap:091,roadmap:099,follows_on
roadmap:092,roadmap:099,follows_on
roadmap:093,roadmap:099,follows_on
roadmap:094,roadmap:099,follows_on
roadmap:095,roadmap:099,follows_on
roadmap:096,roadmap:099,follows_on
roadmap:097,roadmap:099,follows_on
roadmap:098,roadmap:099,follows_on
roadmap:099,roadmap:099,follows_on
roadmap:099,module:src/binance\_spot\_bot/allocation\_policy.py,implements
roadmap:099,module:src/binance\_spot\_bot/ensemble\_config.py,implements
roadmap:099,module:src/binance\_spot\_bot/ensemble\_paper\_adapter.py,implements
roadmap:099,module:src/binance\_spot\_bot/ensemble\_prediction.py,implements
roadmap:099,module:src/binance\_spot\_bot/model\_registry.py,implements
roadmap:099,module:src/binance\_spot\_bot/paper\_accounting.py,implements
roadmap:099,module:src/binance\_spot\_bot/paper\_portfolio\_rebalance.py,implements
roadmap:099,module:src/binance\_spot\_bot/paper\_portfolio\_state.py,implements
roadmap:099,module:src/binance\_spot\_bot/performance\_attribution.py,implements
roadmap:099,module:src/binance\_spot\_bot/portfolio\_allocation\_engine.py,implements
roadmap:099,module:src/binance\_spot\_bot/portfolio\_ensemble\_evidence.py,implements
roadmap:099,module:src/binance\_spot\_bot/portfolio\_ensemble\_report.py,implements
roadmap:099,module:src/binance\_spot\_bot/portfolio\_ensemble\_store.py,implements
roadmap:099,module:src/binance\_spot\_bot/portfolio\_risk\_budget.py,implements
roadmap:099,module:src/binance\_spot\_bot/regime\_allocation.py,implements
roadmap:099,module:src/binance\_spot\_bot/risk.py,implements
roadmap:099,module:src/binance\_spot\_bot/rotation\_governance.py,implements
roadmap:099,module:src/binance\_spot\_bot/rotation\_journal.py,implements
roadmap:099,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:099,module:src/binance\_spot\_bot/session\_store.py,implements
roadmap:099,module:src/binance\_spot\_bot/strategy\_rotation.py,implements
roadmap:099,module:src/binance_spot_bot/paper_os.py,implements
test:tests/test\_allocation\_policy.py,roadmap:099,validates
test:tests/test\_ensemble\_config.py,roadmap:099,validates
test:tests/test\_ensemble\_paper\_adapter.py,roadmap:099,validates
test:tests/test\_ensemble\_prediction.py,roadmap:099,validates
test:tests/test\_paper\_portfolio\_ensemble\_safety\_contract.py,roadmap:099,validates
test:tests/test\_paper\_portfolio\_rebalance.py,roadmap:099,validates
test:tests/test\_paper\_portfolio\_state.py,roadmap:099,validates
test:tests/test\_performance\_attribution.py,roadmap:099,validates
test:tests/test\_portfolio\_allocation\_engine.py,roadmap:099,validates
test:tests/test\_portfolio\_ensemble\_evidence.py,roadmap:099,validates
test:tests/test\_portfolio\_ensemble\_report.py,roadmap:099,validates
test:tests/test\_portfolio\_ensemble\_store.py,roadmap:099,validates
test:tests/test\_portfolio\_risk\_budget.py,roadmap:099,validates
test:tests/test\_regime\_allocation.py,roadmap:099,validates
test:tests/test\_rotation\_governance.py,roadmap:099,validates
test:tests/test\_rotation\_journal.py,roadmap:099,validates
test:tests/test\_strategy\_rotation.py,roadmap:099,validates
doc:docs/allocation-policy.md,roadmap:099,documents
doc:docs/ensemble-config.md,roadmap:099,documents
doc:docs/ensemble-paper-adapter.md,roadmap:099,documents
doc:docs/ensemble-prediction-engine.md,roadmap:099,documents
doc:docs/paper-portfolio-ensemble-safety-contract.md,roadmap:099,documents
doc:docs/paper-portfolio-rebalance.md,roadmap:099,documents
doc:docs/paper-portfolio-state.md,roadmap:099,documents
doc:docs/performance-attribution.md,roadmap:099,documents
doc:docs/portfolio-allocation-engine.md,roadmap:099,documents
doc:docs/portfolio-ensemble-dashboard.md,roadmap:099,documents
doc:docs/portfolio-ensemble-evidence.md,roadmap:099,documents
doc:docs/portfolio-risk-budget.md,roadmap:099,documents
doc:docs/regime-aware-allocation.md,roadmap:099,documents
doc:docs/roadmap-076-102-execution-evidence.md,roadmap:099,documents
doc:docs/rotation-decision-journal.md,roadmap:099,documents
doc:docs/rotation-governance-gate.md,roadmap:099,documents
doc:docs/strategy-rotation-policy.md,roadmap:099,documents
roadmap:001,roadmap:100,follows_on
roadmap:002,roadmap:100,follows_on
roadmap:003,roadmap:100,follows_on
roadmap:004,roadmap:100,follows_on
roadmap:076,roadmap:100,follows_on
roadmap:077,roadmap:100,follows_on
roadmap:078,roadmap:100,follows_on
roadmap:079,roadmap:100,follows_on
roadmap:080,roadmap:100,follows_on
roadmap:081,roadmap:100,follows_on
roadmap:082,roadmap:100,follows_on
roadmap:083,roadmap:100,follows_on
roadmap:084,roadmap:100,follows_on
roadmap:085,roadmap:100,follows_on
roadmap:086,roadmap:100,follows_on
roadmap:087,roadmap:100,follows_on
roadmap:088,roadmap:100,follows_on
roadmap:089,roadmap:100,follows_on
roadmap:090,roadmap:100,follows_on
roadmap:091,roadmap:100,follows_on
roadmap:092,roadmap:100,follows_on
roadmap:093,roadmap:100,follows_on
roadmap:094,roadmap:100,follows_on
roadmap:095,roadmap:100,follows_on
roadmap:096,roadmap:100,follows_on
roadmap:097,roadmap:100,follows_on
roadmap:098,roadmap:100,follows_on
roadmap:099,roadmap:100,follows_on
roadmap:100,roadmap:100,follows_on
roadmap:100,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:100,module:src/binance\_spot\_bot/cli.py,implements
roadmap:100,module:src/binance\_spot\_bot/milestone\_bundle.py,implements
roadmap:100,module:src/binance\_spot\_bot/milestone\_evidence\_graph.py,implements
roadmap:100,module:src/binance\_spot\_bot/milestone\_profiles.py,implements
roadmap:100,module:src/binance\_spot\_bot/milestone\_runner.py,implements
roadmap:100,module:src/binance\_spot\_bot/milestone\_verification.py,implements
roadmap:100,module:src/binance\_spot\_bot/model\_registry.py,implements
roadmap:100,module:src/binance\_spot\_bot/next\_roadmap\_recommendation.py,implements
roadmap:100,module:src/binance\_spot\_bot/no\_live\_proof\_pack.py,implements
roadmap:100,module:src/binance\_spot\_bot/operator\_ops.py,implements
roadmap:100,module:src/binance\_spot\_bot/operator\_signoff.py,implements
roadmap:100,module:src/binance\_spot\_bot/paper\_accounting.py,implements
roadmap:100,module:src/binance\_spot\_bot/paper\_os\_readiness\_score.py,implements
roadmap:100,module:src/binance\_spot\_bot/paper\_os\_simulation.py,implements
roadmap:100,module:src/binance\_spot\_bot/production\_readiness\_simulation.py,implements
roadmap:100,module:src/binance\_spot\_bot/risk.py,implements
roadmap:100,module:src/binance\_spot\_bot/roadmap\_milestone\_traceability.py,implements
roadmap:100,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:100,module:src/binance\_spot\_bot/system\_audit\_report.py,implements
roadmap:100,module:src/binance\_spot\_bot/system\_inventory.py,implements
roadmap:100,module:src/binance\_spot\_bot/system\_safety\_invariants.py,implements
roadmap:100,module:src/binance_spot_bot/paper_os.py,implements
test:tests/check-all:,roadmap:100,validates
test:tests/docs/evidence,roadmap:100,validates
test:tests/evidence;,roadmap:100,validates
test:tests/test\_milestone\_bundle.py,roadmap:100,validates
test:tests/test\_milestone\_evidence\_graph.py,roadmap:100,validates
test:tests/test\_milestone\_profiles.py,roadmap:100,validates
test:tests/test\_milestone\_runner.py,roadmap:100,validates
test:tests/test\_milestone\_verification.py,roadmap:100,validates
test:tests/test\_next\_roadmap\_recommendation.py,roadmap:100,validates
test:tests/test\_no\_live\_proof\_pack.py,roadmap:100,validates
test:tests/test\_operator\_signoff.py,roadmap:100,validates
test:tests/test\_paper\_os\_readiness\_score.py,roadmap:100,validates
test:tests/test\_paper\_os\_simulation.py,roadmap:100,validates
test:tests/test\_paper\_trading\_os\_milestone\_safety\_contract.py,roadmap:100,validates
test:tests/test\_production\_readiness\_simulation.py,roadmap:100,validates
test:tests/test\_roadmap\_milestone\_traceability.py,roadmap:100,validates
test:tests/test\_system\_audit\_report.py,roadmap:100,validates
test:tests/test\_system\_inventory.py,roadmap:100,validates
test:tests/test\_system\_safety\_invariants.py,roadmap:100,validates
doc:docs/end-to-end-paper-os-simulation.md,roadmap:100,documents
doc:docs/milestone-bundle.md,roadmap:100,documents
doc:docs/milestone-command-runner.md,roadmap:100,documents
doc:docs/milestone-evidence-graph.md,roadmap:100,documents
doc:docs/milestone-run-profiles.md,roadmap:100,documents
doc:docs/milestone-verification.md,roadmap:100,documents
doc:docs/next-roadmap-recommendation.md,roadmap:100,documents
doc:docs/no-live-proof-pack.md,roadmap:100,documents
doc:docs/operator-signoff-workflow.md,roadmap:100,documents
doc:docs/paper-os-milestone-dashboard.md,roadmap:100,documents
doc:docs/paper-os-readiness-score.md,roadmap:100,documents
doc:docs/paper-trading-os-milestone-safety-contract.md,roadmap:100,documents
doc:docs/production-readiness-simulation.md,roadmap:100,documents
doc:docs/roadmap-001-100-traceability-audit.md,roadmap:100,documents
doc:docs/roadmap-076-102-execution-evidence.md,roadmap:100,documents
doc:docs/runbooks:,roadmap:100,documents
doc:docs/system-audit-report.md,roadmap:100,documents
doc:docs/system-inventory.md,roadmap:100,documents
doc:docs/system-safety-invariants.md,roadmap:100,documents
roadmap:001,roadmap:101,follows_on
roadmap:002,roadmap:101,follows_on
roadmap:003,roadmap:101,follows_on
roadmap:004,roadmap:101,follows_on
roadmap:076,roadmap:101,follows_on
roadmap:077,roadmap:101,follows_on
roadmap:078,roadmap:101,follows_on
roadmap:079,roadmap:101,follows_on
roadmap:080,roadmap:101,follows_on
roadmap:081,roadmap:101,follows_on
roadmap:082,roadmap:101,follows_on
roadmap:083,roadmap:101,follows_on
roadmap:084,roadmap:101,follows_on
roadmap:085,roadmap:101,follows_on
roadmap:086,roadmap:101,follows_on
roadmap:087,roadmap:101,follows_on
roadmap:088,roadmap:101,follows_on
roadmap:089,roadmap:101,follows_on
roadmap:090,roadmap:101,follows_on
roadmap:091,roadmap:101,follows_on
roadmap:092,roadmap:101,follows_on
roadmap:093,roadmap:101,follows_on
roadmap:094,roadmap:101,follows_on
roadmap:095,roadmap:101,follows_on
roadmap:096,roadmap:101,follows_on
roadmap:097,roadmap:101,follows_on
roadmap:098,roadmap:101,follows_on
roadmap:099,roadmap:101,follows_on
roadmap:100,roadmap:101,follows_on
roadmap:101,roadmap:101,follows_on
roadmap:101,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:101,module:src/binance\_spot\_bot/check\_reliability.py,implements
roadmap:101,module:src/binance\_spot\_bot/cli.py,implements
roadmap:101,module:src/binance\_spot\_bot/dashboard\_smoke\_stabilizer.py,implements
roadmap:101,module:src/binance\_spot\_bot/evidence\_gap\_detector.py,implements
roadmap:101,module:src/binance\_spot\_bot/flaky\_check\_burndown.py,implements
roadmap:101,module:src/binance\_spot\_bot/paper\_simulation\_stabilizer.py,implements
roadmap:101,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:101,module:src/binance\_spot\_bot/slow\_check\_hardening.py,implements
roadmap:101,module:src/binance\_spot\_bot/stabilization\_audit\_ingest.py,implements
roadmap:101,module:src/binance\_spot\_bot/stabilization\_backlog.py,implements
roadmap:101,module:src/binance\_spot\_bot/stabilization\_classifier.py,implements
roadmap:101,module:src/binance\_spot\_bot/stabilization\_evidence\_bundle.py,implements
roadmap:101,module:src/binance\_spot\_bot/stabilization\_gate.py,implements
roadmap:101,module:src/binance\_spot\_bot/stabilization\_report.py,implements
roadmap:101,module:src/binance\_spot\_bot/stabilization\_secret\_verify.py,implements
roadmap:101,module:src/binance\_spot\_bot/stabilization\_waivers.py,implements
roadmap:101,module:src/binance\_spot\_bot/stabilization\_workplan.py,implements
roadmap:101,module:src/binance\_spot\_bot/ui/page\_registry.py,implements
roadmap:101,module:src/binance_spot_bot/paper_os.py,implements
test:tests/test\_check\_reliability.py,roadmap:101,validates
test:tests/test\_dashboard\_smoke\_stabilizer.py,roadmap:101,validates
test:tests/test\_evidence\_gap\_detector.py,roadmap:101,validates
test:tests/test\_flaky\_check\_burndown.py,roadmap:101,validates
test:tests/test\_paper\_os\_stabilization\_safety\_contract.py,roadmap:101,validates
test:tests/test\_paper\_simulation\_stabilizer.py,roadmap:101,validates
test:tests/test\_slow\_check\_hardening.py,roadmap:101,validates
test:tests/test\_stabilization\_audit\_ingest.py,roadmap:101,validates
test:tests/test\_stabilization\_backlog.py,roadmap:101,validates
test:tests/test\_stabilization\_classifier.py,roadmap:101,validates
test:tests/test\_stabilization\_evidence\_bundle.py,roadmap:101,validates
test:tests/test\_stabilization\_gate.py,roadmap:101,validates
test:tests/test\_stabilization\_report.py,roadmap:101,validates
test:tests/test\_stabilization\_secret\_verify.py,roadmap:101,validates
test:tests/test\_stabilization\_waivers.py,roadmap:101,validates
test:tests/test\_stabilization\_workplan.py,roadmap:101,validates
doc:docs/check-reliability-tracker.md,roadmap:101,documents
doc:docs/dashboard-smoke-stabilization.md,roadmap:101,documents
doc:docs/evidence-gap-detector.md,roadmap:101,documents
doc:docs/flaky-check-burndown.md,roadmap:101,documents
doc:docs/paper-os-stabilization-dashboard.md,roadmap:101,documents
doc:docs/paper-os-stabilization-safety-contract.md,roadmap:101,documents
doc:docs/paper-simulation-stabilization.md,roadmap:101,documents
doc:docs/roadmap-076-102-execution-evidence.md,roadmap:101,documents
doc:docs/runbook,roadmap:101,documents
doc:docs/runbook/UX,roadmap:101,documents
doc:docs/runbooks,roadmap:101,documents
doc:docs/slow-check-hardening.md,roadmap:101,documents
doc:docs/stabilization-audit-ingestor.md,roadmap:101,documents
doc:docs/stabilization-backlog.md,roadmap:101,documents
doc:docs/stabilization-classifier.md,roadmap:101,documents
doc:docs/stabilization-evidence-bundle.md,roadmap:101,documents
doc:docs/stabilization-gate.md,roadmap:101,documents
doc:docs/stabilization-report.md,roadmap:101,documents
doc:docs/stabilization-waivers.md,roadmap:101,documents
doc:docs/stabilization-workplans.md,roadmap:101,documents
roadmap:001,roadmap:102,follows_on
roadmap:002,roadmap:102,follows_on
roadmap:003,roadmap:102,follows_on
roadmap:004,roadmap:102,follows_on
roadmap:076,roadmap:102,follows_on
roadmap:077,roadmap:102,follows_on
roadmap:078,roadmap:102,follows_on
roadmap:079,roadmap:102,follows_on
roadmap:080,roadmap:102,follows_on
roadmap:081,roadmap:102,follows_on
roadmap:082,roadmap:102,follows_on
roadmap:083,roadmap:102,follows_on
roadmap:084,roadmap:102,follows_on
roadmap:085,roadmap:102,follows_on
roadmap:086,roadmap:102,follows_on
roadmap:087,roadmap:102,follows_on
roadmap:088,roadmap:102,follows_on
roadmap:089,roadmap:102,follows_on
roadmap:090,roadmap:102,follows_on
roadmap:091,roadmap:102,follows_on
roadmap:092,roadmap:102,follows_on
roadmap:093,roadmap:102,follows_on
roadmap:094,roadmap:102,follows_on
roadmap:095,roadmap:102,follows_on
roadmap:096,roadmap:102,follows_on
roadmap:097,roadmap:102,follows_on
roadmap:098,roadmap:102,follows_on
roadmap:099,roadmap:102,follows_on
roadmap:100,roadmap:102,follows_on
roadmap:101,roadmap:102,follows_on
roadmap:102,roadmap:102,follows_on
roadmap:102,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:102,module:src/binance\_spot\_bot/cli.py,implements
roadmap:102,module:src/binance\_spot\_bot/dashboard\_walkthroughs.py,implements
roadmap:102,module:src/binance\_spot\_bot/evidence\_interpreter.py,implements
roadmap:102,module:src/binance\_spot\_bot/no\_live\_training.py,implements
roadmap:102,module:src/binance\_spot\_bot/operator\_certification.py,implements
roadmap:102,module:src/binance\_spot\_bot/operator\_cli\_cookbook.py,implements
roadmap:102,module:src/binance\_spot\_bot/operator\_docs\_consistency.py,implements
roadmap:102,module:src/binance\_spot\_bot/operator\_docs\_index.py,implements
roadmap:102,module:src/binance\_spot\_bot/operator\_glossary.py,implements
roadmap:102,module:src/binance\_spot\_bot/operator\_ops.py,implements
roadmap:102,module:src/binance\_spot\_bot/operator\_training.py,implements
