source,target,type
doc:docs/portfolio-lab/walk-forward-robustness-safety-contract.md,roadmap:115,documents
doc:docs/portfolio-lab/walk-forward-splits.md,roadmap:115,documents
roadmap:116,roadmap:116,follows_on
roadmap:116,module:src/binance\_spot\_bot/app\_control/\_\_init\_\_.py,implements
roadmap:116,module:src/binance\_spot\_bot/app\_control/app\_evidence.py,implements
roadmap:116,module:src/binance\_spot\_bot/app\_control/app\_supervisor.py,implements
roadmap:116,module:src/binance\_spot\_bot/app\_control/backtest\_profile\_runner.py,implements
roadmap:116,module:src/binance\_spot\_bot/app\_control/bot\_profile.py,implements
roadmap:116,module:src/binance\_spot\_bot/app\_control/config\_wizard.py,implements
roadmap:116,module:src/binance\_spot\_bot/app\_control/data\_bootstrap.py,implements
roadmap:116,module:src/binance\_spot\_bot/app\_control/live\_readiness\_gate.py,implements
roadmap:116,module:src/binance\_spot\_bot/app\_control/one\_click\_launcher.py,implements
roadmap:116,module:src/binance\_spot\_bot/app\_control/profile\_store.py,implements
roadmap:116,module:src/binance\_spot\_bot/app\_control/runtime\_orchestrator.py,implements
roadmap:116,module:src/binance\_spot\_bot/app\_control/secret\_refs.py,implements
roadmap:116,module:src/binance\_spot\_bot/app\_control/startup\_health.py,implements
roadmap:116,module:src/binance\_spot\_bot/binance.py,implements
roadmap:116,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:116,module:src/binance\_spot\_bot/cli.py,implements
roadmap:116,module:src/binance\_spot\_bot/config.py,implements
roadmap:116,module:src/binance\_spot\_bot/execution.py,implements
roadmap:116,module:src/binance\_spot\_bot/live\_training/demo\_dataset\_quality.py,implements
roadmap:116,module:src/binance\_spot\_bot/live\_training/demo\_spot\_data\_recorder.py,implements
roadmap:116,module:src/binance\_spot\_bot/live\_training/live\_training\_evidence.py,implements
roadmap:116,module:src/binance\_spot\_bot/live\_training/model\_validation\_gate.py,implements
roadmap:116,module:src/binance\_spot\_bot/live\_training/training\_dataset\_builder.py,implements
roadmap:116,module:src/binance\_spot\_bot/market\_data\_source.py,implements
roadmap:116,module:src/binance\_spot\_bot/paper.py,implements
roadmap:116,module:src/binance\_spot\_bot/paper\_accounting.py,implements
roadmap:116,module:src/binance\_spot\_bot/risk.py,implements
roadmap:116,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:116,module:src/binance\_spot\_bot/session\_store.py,implements
roadmap:116,module:src/binance\_spot\_bot/types.py,implements
test:tests/test\_app\_control\_api.py,roadmap:116,validates
test:tests/test\_app\_evidence.py,roadmap:116,validates
test:tests/test\_app\_supervisor.py,roadmap:116,validates
test:tests/test\_backtest\_profile\_runner.py,roadmap:116,validates
test:tests/test\_bot\_profile.py,roadmap:116,validates
test:tests/test\_config\_wizard.py,roadmap:116,validates
test:tests/test\_data\_bootstrap.py,roadmap:116,validates
test:tests/test\_demo\_dataset\_quality.py,roadmap:116,validates
test:tests/test\_demo\_spot\_data\_recorder.py,roadmap:116,validates
test:tests/test\_live\_readiness\_gate.py,roadmap:116,validates
test:tests/test\_live\_training\_evidence.py,roadmap:116,validates
test:tests/test\_model\_validation\_gate.py,roadmap:116,validates
test:tests/test\_one\_click\_launcher.py,roadmap:116,validates
test:tests/test\_profile\_matrix.py,roadmap:116,validates
test:tests/test\_profile\_store.py,roadmap:116,validates
test:tests/test\_runtime\_orchestrator.py,roadmap:116,validates
test:tests/test\_secret\_refs.py,roadmap:116,validates
test:tests/test\_startup\_health.py,roadmap:116,validates
test:tests/test\_training\_dataset\_builder.py,roadmap:116,validates
test:tests/test\_unified\_bot\_app\_safety\_contract.py,roadmap:116,validates
test:tests/test_roadmaps_104_122_full_surface.py,roadmap:116,validates
test:tests/walk-forward/paper/testnet,roadmap:116,validates
doc:docs/live-trading/live-execution-implementation-gate.md,roadmap:116,documents
doc:docs/live-trading/live-operator-checklist.md,roadmap:116,documents
doc:docs/live-trading/live-readiness-gate.md,roadmap:116,documents
doc:docs/live-training/demo-dataset-quality.md,roadmap:116,documents
doc:docs/live-training/demo-spot-data-recorder.md,roadmap:116,documents
doc:docs/live-training/live-training-evidence.md,roadmap:116,documents
doc:docs/live-training/model-validation-gate.md,roadmap:116,documents
doc:docs/live-training/training-dataset-builder.md,roadmap:116,documents
doc:docs/unified-bot-app/app-evidence.md,roadmap:116,documents
doc:docs/unified-bot-app/app-supervisor.md,roadmap:116,documents
doc:docs/unified-bot-app/bot-profiles.md,roadmap:116,documents
doc:docs/unified-bot-app/config-wizard.md,roadmap:116,documents
doc:docs/unified-bot-app/control-center.md,roadmap:116,documents
doc:docs/unified-bot-app/data-bootstrap.md,roadmap:116,documents
doc:docs/unified-bot-app/one-click-launcher.md,roadmap:116,documents
doc:docs/unified-bot-app/profile-matrix.md,roadmap:116,documents
doc:docs/unified-bot-app/profile-store.md,roadmap:116,documents
doc:docs/unified-bot-app/runtime-orchestrator.md,roadmap:116,documents
doc:docs/unified-bot-app/secret-refs.md,roadmap:116,documents
doc:docs/unified-bot-app/startup-health.md,roadmap:116,documents
doc:docs/unified-bot-app/unified-bot-app-safety-contract.md,roadmap:116,documents
roadmap:117,roadmap:117,follows_on
roadmap:117,module:src/binance\_spot\_bot/binance.py,implements
roadmap:117,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:117,module:src/binance\_spot\_bot/config.py,implements
roadmap:117,module:src/binance\_spot\_bot/execution.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/dataset\_quality\_burndown.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/demo\_dataset\_quality\_v2.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/demo\_dataset\_vault.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/demo\_session\_targets.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/demo\_spot\_data\_recorder.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/demo\_to\_live\_evidence.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/feature\_label\_dataset.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/live\_candidate\_gate.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/model\_candidate\_registry.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/model\_strategy\_validation.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/paper\_replay\_from\_demo.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/split\_governance.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/testnet\_promotion\_gate.py,implements
roadmap:117,module:src/binance\_spot\_bot/live\_training/testnet\_rehearsal\_runner.py,implements
roadmap:117,module:src/binance\_spot\_bot/market\_data\_source.py,implements
roadmap:117,module:src/binance\_spot\_bot/paper.py,implements
roadmap:117,module:src/binance\_spot\_bot/paper\_accounting.py,implements
roadmap:117,module:src/binance\_spot\_bot/risk.py,implements
roadmap:117,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:117,module:src/binance\_spot\_bot/session\_store.py,implements
roadmap:117,module:src/binance\_spot\_bot/types.py,implements
test:tests/test\_dataset\_quality\_burndown.py,roadmap:117,validates
test:tests/test\_demo\_dataset\_quality\_v2.py,roadmap:117,validates
test:tests/test\_demo\_dataset\_vault.py,roadmap:117,validates
test:tests/test\_demo\_session\_targets.py,roadmap:117,validates
test:tests/test\_demo\_spot\_data\_recorder\_hardening.py,roadmap:117,validates
test:tests/test\_demo\_to\_live\_evidence.py,roadmap:117,validates
test:tests/test\_demo\_to\_live\_training\_safety\_contract.py,roadmap:117,validates
test:tests/test\_feature\_label\_dataset.py,roadmap:117,validates
test:tests/test\_live\_candidate\_gate.py,roadmap:117,validates
test:tests/test\_model\_candidate\_registry.py,roadmap:117,validates
test:tests/test\_model\_strategy\_validation.py,roadmap:117,validates
test:tests/test\_paper\_replay\_from\_demo.py,roadmap:117,validates
test:tests/test\_split\_governance.py,roadmap:117,validates
test:tests/test\_testnet\_promotion\_gate.py,roadmap:117,validates
test:tests/test\_testnet\_rehearsal\_runner.py,roadmap:117,validates
test:tests/test_roadmaps_104_122_full_surface.py,roadmap:117,validates
doc:docs/live-training/dataset-quality-burndown.md,roadmap:117,documents
doc:docs/live-training/demo-dataset-quality-v2.md,roadmap:117,documents
doc:docs/live-training/demo-dataset-vault.md,roadmap:117,documents
doc:docs/live-training/demo-session-targets.md,roadmap:117,documents
doc:docs/live-training/demo-spot-recording-hardening.md,roadmap:117,documents
doc:docs/live-training/demo-to-live-evidence.md,roadmap:117,documents
doc:docs/live-training/demo-to-live-training-safety-contract.md,roadmap:117,documents
doc:docs/live-training/feature-label-dataset.md,roadmap:117,documents
doc:docs/live-training/live-candidate-gate.md,roadmap:117,documents
doc:docs/live-training/model-candidate-registry.md,roadmap:117,documents
doc:docs/live-training/model-strategy-validation.md,roadmap:117,documents
doc:docs/live-training/paper-replay-from-demo.md,roadmap:117,documents
doc:docs/live-training/split-governance.md,roadmap:117,documents
doc:docs/live-training/testnet-promotion-gate.md,roadmap:117,documents
doc:docs/live-training/testnet-rehearsal-runner.md,roadmap:117,documents
roadmap:118,roadmap:118,follows_on
roadmap:118,module:src/binance\_spot\_bot/binance.py,implements
roadmap:118,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:118,module:src/binance\_spot\_bot/config.py,implements
roadmap:118,module:src/binance\_spot\_bot/execution.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/\_\_init\_\_.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/first\_live\_order\_gate.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/live\_account\_verifier.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/live\_arm\_token.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/live\_audit.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/live\_dry\_run\_session.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/live\_endpoint\_policy.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/live\_evidence\_prerequisite\_gate.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/live\_execution\_adapter.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/live\_execution\_evidence.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/live\_order\_preview.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/live\_order\_sizing\_guard.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/live\_safety\_drills.py,implements
roadmap:118,module:src/binance\_spot\_bot/live\_trading/live\_session\_state.py,implements
roadmap:118,module:src/binance\_spot\_bot/paper.py,implements
roadmap:118,module:src/binance\_spot\_bot/paper\_accounting.py,implements
roadmap:118,module:src/binance\_spot\_bot/risk.py,implements
roadmap:118,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:118,module:src/binance\_spot\_bot/session\_store.py,implements
roadmap:118,module:src/binance\_spot\_bot/types.py,implements
test:tests/test\_first\_live\_order\_gate.py,roadmap:118,validates
test:tests/test\_live\_account\_verifier.py,roadmap:118,validates
test:tests/test\_live\_arm\_token.py,roadmap:118,validates
test:tests/test\_live\_audit.py,roadmap:118,validates
test:tests/test\_live\_dry\_run\_safety\_contract.py,roadmap:118,validates
test:tests/test\_live\_dry\_run\_session.py,roadmap:118,validates
test:tests/test\_live\_endpoint\_policy.py,roadmap:118,validates
test:tests/test\_live\_evidence\_prerequisite\_gate.py,roadmap:118,validates
test:tests/test\_live\_execution\_adapter.py,roadmap:118,validates
test:tests/test\_live\_execution\_evidence.py,roadmap:118,validates
test:tests/test\_live\_order\_preview.py,roadmap:118,validates
test:tests/test\_live\_order\_sizing\_guard.py,roadmap:118,validates
test:tests/test\_live\_safety\_drills.py,roadmap:118,validates
test:tests/test\_live\_session\_state.py,roadmap:118,validates
test:tests/test_roadmaps_104_122_full_surface.py,roadmap:118,validates
doc:docs/live-trading/emergency-stop-playbook.md,roadmap:118,documents
doc:docs/live-trading/first-live-order-gate.md,roadmap:118,documents
doc:docs/live-trading/live-arm-token.md,roadmap:118,documents
doc:docs/live-trading/live-audit.md,roadmap:118,documents
doc:docs/live-trading/live-dry-run-minimal-execution-safety-contract.md,roadmap:118,documents
doc:docs/live-trading/live-dry-run-session.md,roadmap:118,documents
doc:docs/live-trading/live-endpoint-policy.md,roadmap:118,documents
doc:docs/live-trading/live-evidence-prerequisite-gate.md,roadmap:118,documents
doc:docs/live-trading/live-execution-adapter.md,roadmap:118,documents
doc:docs/live-trading/live-execution-evidence.md,roadmap:118,documents
doc:docs/live-trading/live-order-preview.md,roadmap:118,documents
doc:docs/live-trading/live-order-sizing-guard.md,roadmap:118,documents
doc:docs/live-trading/live-read-only-account-verification.md,roadmap:118,documents
doc:docs/live-trading/live-safety-drills.md,roadmap:118,documents
doc:docs/live-trading/live-session-state.md,roadmap:118,documents
roadmap:119,roadmap:119,follows_on
roadmap:119,module:src/binance\_spot\_bot/audit.py,implements
roadmap:119,module:src/binance\_spot\_bot/binance.py,implements
roadmap:119,module:src/binance\_spot\_bot/check\_all.py,implements
roadmap:119,module:src/binance\_spot\_bot/config.py,implements
roadmap:119,module:src/binance\_spot\_bot/execution.py,implements
roadmap:119,module:src/binance\_spot\_bot/live\_trading/automatic\_disarm\_rules.py,implements
roadmap:119,module:src/binance\_spot\_bot/live\_trading/controlled\_live\_executor.py,implements
roadmap:119,module:src/binance\_spot\_bot/live\_trading/live\_circuit\_breakers.py,implements
roadmap:119,module:src/binance\_spot\_bot/live\_trading/live\_monitoring.py,implements
roadmap:119,module:src/binance\_spot\_bot/live\_trading/live\_order\_lifecycle.py,implements
roadmap:119,module:src/binance\_spot\_bot/live\_trading/live\_reconciliation.py,implements
roadmap:119,module:src/binance\_spot\_bot/live\_trading/live\_session\_budget.py,implements
roadmap:119,module:src/binance\_spot\_bot/live\_trading/live\_session\_evidence.py,implements
roadmap:119,module:src/binance\_spot\_bot/live\_trading/live\_session\_manager.py,implements
roadmap:119,module:src/binance\_spot\_bot/live\_trading/live\_session\_plan.py,implements
roadmap:119,module:src/binance\_spot\_bot/live\_trading/live\_session\_store.py,implements
roadmap:119,module:src/binance\_spot\_bot/live\_trading/micro\_position\_scaling.py,implements
roadmap:119,module:src/binance\_spot\_bot/risk.py,implements
roadmap:119,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:119,module:src/binance\_spot\_bot/session\_store.py,implements
test:tests/test\_automatic\_disarm\_rules.py,roadmap:119,validates
test:tests/test\_controlled\_live\_executor.py,roadmap:119,validates
test:tests/test\_controlled\_live\_session\_safety\_contract.py,roadmap:119,validates
test:tests/test\_live\_circuit\_breakers.py,roadmap:119,validates
test:tests/test\_live\_monitoring.py,roadmap:119,validates
test:tests/test\_live\_order\_lifecycle.py,roadmap:119,validates
test:tests/test\_live\_reconciliation.py,roadmap:119,validates
test:tests/test\_live\_session\_api.py,roadmap:119,validates
test:tests/test\_live\_session\_budget.py,roadmap:119,validates
test:tests/test\_live\_session\_evidence.py,roadmap:119,validates
test:tests/test\_live\_session\_manager.py,roadmap:119,validates
test:tests/test\_live\_session\_plan.py,roadmap:119,validates
test:tests/test\_live\_session\_store.py,roadmap:119,validates
test:tests/test\_micro\_position\_scaling.py,roadmap:119,validates
test:tests/test_roadmaps_104_122_full_surface.py,roadmap:119,validates
doc:docs/live-trading/automatic-disarm-rules.md,roadmap:119,documents
doc:docs/live-trading/controlled-live-executor.md,roadmap:119,documents
doc:docs/live-trading/controlled-live-session-safety-contract.md,roadmap:119,documents
doc:docs/live-trading/dashboard-live-session-cockpit.md,roadmap:119,documents
doc:docs/live-trading/live-circuit-breakers.md,roadmap:119,documents
